Soil Moisture Content (%),Bulk Density (g/cm³),Soil Texture,Ploughing Depth (cm),Disc Angle (°),Operating Speed (km/h),Width of Cut (cm),Ambient Temperature (°C),Humidity (%),Draft Force (kN/m)
19.67956527,2.001991544,Sandy Loam,11.38009678,41.28772985,9.520958165,90.23746031,19.69643106,83.77064003,2.9889363
23.64293753,1.997197382,Sandy Clay Loam,11.89148972,42.8245619,9.817828719,106.7491158,23.31920041,73.23015711,4.17547061
21.71642373,2.035070699,Sandy Clay Loam,16.84452618,33.58445851,5.184268459,32.35257812,20.84467108,77.5157546,1.95
3.950851808,1.999100997,Sandy Loam,12.36183516,38.3330932,7.511525924,77.17806369,31.25509864,71.13421181,3.225709116
14.53216673,2.001102071,Sandy Clay Loam,19.51400043,42.43432064,4.689077454,96.54689728,30.10903952,71.43853051,4.25
5.518324282,2.014002438,Sandy Clay Loam,17.99351781,43.09191257,5.579700669,108.7827482,20.43549865,79.47333537,4.25
8.809080381,2.012532241,Sandy Loam,24.43619592,34.31114083,8.546342878,41.81774441,19.06794623,76.85448619,3.312885073
26.67990224,2.038339161,Sandy Clay Loam,29.0600831,31.56230785,6.50825111,60.40968286,26.39403452,82.95121025,4.25
6.41989303,2.055339622,Sandy Clay Loam,25.07117169,33.49234881,8.947129719,36.99617881,21.51986308,87.76115878,3.557174237
14.97331568,2.050907972,Sandy Loam,13.58897326,44.18249271,7.40118172,104.3592295,18.14655666,85.46965421,4.25
17.83573762,2.010998756,Sandy Loam,28.71042571,36.93719569,7.402448296,106.3570469,22.75690934,77.9541722,4.25
19.85915929,2.00962484,Sandy Clay Loam,17.84266865,36.27860686,3.237160197,73.06810814,21.87438619,76.80143836,4.25
16.4315684,2.067263322,Sandy Loam,19.48378722,30.19626523,8.247692515,31.85202883,30.32926648,80.53122838,1.95
3.234500338,1.990658899,Sandy Loam,18.43152475,30.76522024,9.845065696,39.10176717,33.49553542,71.64971579,2.449168437
10.8350714,2.060377643,Sandy Loam,15.61094047,40.03043894,6.311199922,85.60533412,22.27750049,87.77788394,4.25
15.42507944,2.005978282,Sandy Clay Loam,27.90088576,38.84740603,4.110060105,117.5120647,22.01485971,87.65786951,4.25
5.108795979,2.065782746,Sandy Loam,16.64477732,38.63292448,9.8388437,104.7092347,24.9797941,86.61317274,4.25
11.41504635,2.017384583,Sandy Clay Loam,21.57192939,31.65484314,5.030881124,101.0629526,21.10603741,81.91960825,4.25
3.796874611,2.025228142,Sandy Clay Loam,14.80067169,35.28091754,5.86438569,67.2243976,35.04267072,79.05616226,3.879082666
4.885883932,2.046569649,Sandy Loam,25.9475075,42.18537208,3.541564899,117.7430032,22.38347771,82.72041358,4.25
12.52615863,2.037013524,Sandy Clay Loam,25.48397319,32.62366836,3.77585806,103.4720821,19.67992404,75.65908309,4.25
6.185178097,2.015435146,Sandy Loam,15.92624277,43.24030876,4.515959694,59.89324029,28.02399833,85.34012505,3.168925122
16.62098036,2.034306473,Sandy Loam,23.63108146,31.82217451,6.839262456,96.66061103,27.67715183,72.42312097,4.25
19.54715926,2.048456551,Sandy Loam,24.07747066,32.53723995,6.904524413,68.52049121,29.3744551,84.46255638,4.25
22.21408078,1.993386796,Sandy Loam,21.25022832,37.16624942,7.24370676,88.82018199,35.40064618,85.61463834,4.25
7.803605862,1.990895944,Sandy Loam,22.01196765,44.17949857,7.086718699,116.3929965,23.82276932,73.06299374,4.25
7.019581974,2.026645355,Sandy Clay Loam,21.48909277,34.94321517,6.466658882,51.94897551,24.47228478,78.61427061,4.245131568
5.509628168,2.000546929,Sandy Clay Loam,11.63728808,39.8732699,8.614690582,100.8028951,24.06672802,86.04974557,4.25
18.27432599,2.043147543,Sandy Loam,23.40530689,38.83006884,9.537297882,82.57873704,29.31533389,87.26724745,4.25
19.95541744,2.007124196,Sandy Clay Loam,19.3955002,32.24433955,4.888329333,114.6044095,28.8732427,84.60455719,4.25
3.758067476,2.024628089,Sandy Clay Loam,18.76914561,33.72250352,3.911355776,41.97530238,27.51852713,86.93639677,3.072241014
25.46909391,2.005813675,Sandy Clay Loam,27.19998438,43.95229159,5.975611057,94.09732797,24.55786727,86.86597103,4.25
4.247310808,2.033878687,Sandy Clay Loam,10.46453427,32.77244435,3.184956626,33.30885963,25.69769375,87.63495303,1.95
15.99111205,1.999284277,Sandy Loam,15.02629836,40.42514835,9.183232116,51.95805298,32.26512963,77.44115174,2.357755142
20.01745247,1.991848548,Sandy Loam,12.42807,44.47041724,4.677943822,58.57530445,28.96644106,75.16496613,2.107787964
23.90325897,1.994090531,Sandy Loam,10.70682089,31.79258988,6.845076408,68.49669803,30.89354137,81.39298421,2.038763114
20.13808637,2.066340675,Sandy Clay Loam,15.51353995,35.98772985,3.805664929,115.969616,22.98113501,73.39932145,4.25
22.24147399,2.001382897,Sandy Clay Loam,29.76952546,33.35898217,6.872801375,36.02058084,34.40685768,80.02627679,3.574507459
11.14680462,2.04667826,Sandy Loam,15.40458346,33.32342276,3.27295417,45.0496139,18.63292899,80.42717971,2.21302693
22.55580273,1.995434096,Sandy Loam,23.2741164,31.78478766,8.381646869,48.08338596,28.72254393,84.51586553,3.157024449
4.922756313,1.998652828,Sandy Clay Loam,12.3659778,39.74326776,9.687950239,67.76114631,32.62230093,76.51226815,3.22741873
24.47559975,2.0307101,Sandy Loam,22.0369526,41.19515265,5.148832455,35.40593035,33.59313865,80.83286308,2.169912053
16.14221703,2.027189674,Sandy Clay Loam,29.68962966,40.15190865,4.807502273,115.9802648,23.75193116,86.25894814,4.25
22.61514648,2.066126425,Sandy Loam,15.83675047,43.86984686,6.135964801,79.86039162,26.27551553,77.5915049,3.610306825
13.85563883,2.065586836,Sandy Loam,26.96151233,32.18518213,7.339815622,102.4313316,18.62800488,80.29101948,4.25
18.44586468,2.052368691,Sandy Clay Loam,29.95142761,34.7976806,4.322737234,98.79871023,32.21577745,84.17276981,4.25
15.63366386,2.038168146,Sandy Loam,21.77108177,35.16859215,8.623155981,88.85308661,20.24229578,74.49356931,4.25
20.55814852,2.026396825,Sandy Loam,16.18802201,33.48123156,4.389743693,110.5467028,25.70546566,71.86067204,4.25
4.959119569,2.018494283,Sandy Loam,23.4706252,32.13307416,3.03831954,110.3662934,35.83456218,82.27241299,4.25
4.448450016,2.065767004,Sandy Loam,26.89696413,37.30055214,6.669754085,41.37935915,34.51927031,76.66860137,3.783494675
8.930477616,2.038232705,Sandy Loam,13.42700486,42.51659442,3.806047978,110.3257343,23.94042417,76.86887607,4.25
6.829072323,2.036325802,Sandy Loam,19.05031528,44.31809588,7.887671078,76.65773561,22.02985082,86.74167415,4.25
23.9228056,2.00855209,Sandy Clay Loam,16.3837542,31.94010948,4.172289971,53.87428868,22.53046458,77.3417492,2.900953386
8.261135697,1.993735825,Sandy Clay Loam,15.66717994,42.34735842,8.721662769,84.19305158,30.32614183,87.16620667,4.25
26.42076614,2.065615086,Sandy Clay Loam,27.21642521,42.36871684,6.29257693,55.01727461,31.06435101,71.91468396,4.25
11.085499,2.015098821,Sandy Clay Loam,18.43308014,35.83467182,6.963945332,72.66044025,21.89687544,76.17358759,4.25
7.370829977,2.025407122,Sandy Clay Loam,16.78152684,31.65044436,4.306096157,102.7119548,22.31981928,82.47296978,4.25
21.95276417,1.999171195,Sandy Loam,22.07021083,44.8501201,4.026816543,32.86755174,23.82100349,72.26796387,2.060845714
18.80898661,2.056953946,Sandy Loam,14.38803159,39.83389546,7.419047266,46.30590559,25.79720361,76.96674831,1.974905631
14.95669719,1.992210547,Sandy Clay Loam,14.59786981,44.73293543,4.788224307,115.193253,34.51447589,85.33141523,4.25
16.32872522,2.056719261,Sandy Loam,20.40577462,37.25483274,5.701478978,69.64046114,18.47714119,83.71174553,4.25
20.26084268,2.001222801,Sandy Loam,18.18545457,35.927895,6.356144078,57.01405721,29.48755293,75.07787804,2.999317446
8.482913792,2.060925129,Sandy Loam,15.89964768,33.70778214,4.607435239,112.2272759,33.5105568,76.41614852,4.25
26.91201399,2.048381811,Sandy Loam,11.07902265,44.75358003,8.567966674,111.1527109,31.0205448,79.09148709,3.345677311
26.39503589,2.003173621,Sandy Loam,20.41548477,33.79885904,9.575970862,33.94023323,21.90135816,83.16318178,1.95
18.60781647,2.035265439,Sandy Clay Loam,26.33218411,30.35644134,6.023252134,62.28229214,26.58143978,72.73375977,4.25
7.789018822,2.015012505,Sandy Clay Loam,27.02754411,37.6870262,9.422838691,111.2958961,34.38505041,79.49776167,4.25
19.32547782,2.004258648,Sandy Loam,14.70879959,35.6557574,9.178779721,46.01049159,20.08291438,71.32050628,1.9777371
4.732761816,2.058734576,Sandy Clay Loam,21.99282408,33.92073755,4.162330601,81.49569516,35.77520128,77.16071542,4.25
3.735660053,2.022281821,Sandy Clay Loam,27.11762619,39.51912175,4.213673621,58.5684899,20.58522618,73.43787529,4.25
9.184389324,2.021883497,Sandy Clay Loam,18.17451857,35.46402922,6.34183543,95.59851756,20.56351578,75.56273147,4.25
14.10295096,2.003590934,Sandy Clay Loam,28.64273635,36.03376332,6.681000255,44.09485599,32.63146772,75.96674679,4.25
23.83854013,2.020645254,Sandy Loam,28.05957058,30.34568406,5.38790808,83.08449624,32.91023733,83.86226413,4.25
20.45205767,2.059729348,Sandy Clay Loam,14.16267795,38.83606393,5.190446859,30.00075097,18.68253581,74.77289232,1.95
20.82495651,2.019050297,Sandy Loam,15.17929666,31.83106545,6.019571029,52.49332807,21.02949731,81.94774238,2.298623916
13.21184003,2.066128285,Sandy Clay Loam,13.60883997,33.20707288,7.83335497,44.44243374,35.07349777,79.59899334,2.199517821
11.30243982,2.065704712,Sandy Clay Loam,13.92108703,40.75676731,3.590755431,48.68752321,23.02821478,84.47606297,2.503581637
11.90493031,2.001591893,Sandy Loam,28.15724174,34.69864089,7.974074025,106.6295656,18.22031397,75.78824523,4.25
26.70358953,2.0041849,Sandy Loam,28.62275818,32.44815296,9.483681831,111.4717839,22.57275781,87.90383036,4.25
3.962620594,2.059013926,Sandy Clay Loam,11.03794482,38.66136221,8.344546962,97.24311189,31.23778614,75.32391232,4.197528088
23.80875591,2.021420874,Sandy Clay Loam,21.87206711,33.22356742,4.341737994,82.55488755,34.49616083,80.43183967,4.25
16.88820981,1.990349919,Sandy Loam,21.28463126,34.06467321,3.612368321,50.5600813,20.79281853,81.37992314,3.216113153
13.52677006,2.011909746,Sandy Clay Loam,17.81095293,39.32008965,6.432662863,54.46668596,22.03944876,79.68703027,3.492520122
20.40618385,2.037810319,Sandy Loam,22.63395186,41.09792672,9.694842624,57.59878319,25.94756348,85.45912809,3.789455769
14.68005459,2.053941277,Sandy Loam,28.94735651,41.09489528,8.733415012,99.20010631,31.46944234,72.03361418,4.25
23.96215771,2.000671089,Sandy Loam,13.40509765,37.23365118,6.939135473,52.52187646,29.8565464,80.75080614,1.958324797
24.61684474,1.998843309,Sandy Clay Loam,12.40821819,36.81445367,4.000869964,116.6900622,23.89560446,79.11398452,4.25
13.12130224,2.063767412,Sandy Loam,10.66781142,41.81467776,7.996857475,100.9330412,19.19433274,77.50982181,3.37905674
9.643867134,2.050091869,Sandy Loam,17.27666616,32.89552088,8.69098767,119.0348604,22.55329164,76.23198142,4.25
17.21640789,2.037182368,Sandy Clay Loam,16.75256954,32.28303671,9.545483955,70.89444286,21.95214113,72.75188937,4.159317139
24.89672029,2.051534943,Sandy Loam,18.61639376,39.97042599,7.284813639,82.48556816,18.37896774,81.69951303,4.25
8.055892536,2.024308349,Sandy Clay Loam,20.06620062,36.14260402,6.601260703,54.97256161,35.55071958,72.1187946,4.159177609
17.95119801,2.05067646,Sandy Clay Loam,25.15647988,40.64997691,7.334274305,83.76949292,22.59668756,84.92727286,4.25
18.15744528,2.019744239,Sandy Loam,17.84226781,33.84900335,9.602767533,116.7355594,33.05763085,78.05906479,4.25
20.59471254,2.009527566,Sandy Clay Loam,16.61226219,34.87307822,7.396889603,32.70566196,26.7275089,80.89753655,1.95
6.157624443,2.048321074,Sandy Clay Loam,26.53757641,43.45016474,4.803142946,55.76405985,35.50123362,71.40050047,4.25
20.17979915,2.023573783,Sandy Clay Loam,26.99593341,36.3248479,7.453059856,55.05205876,20.69195618,71.68107266,4.25
24.8167805,2.068510168,Sandy Loam,14.65531929,38.86430205,9.15821201,117.4898602,19.9921169,74.24620525,4.25
7.312394613,2.017958815,Sandy Loam,16.29343645,31.60023291,6.9690142,41.81375444,18.04433264,84.0353537,2.241175921
8.701039798,2.063738194,Sandy Loam,26.50232742,32.68243758,6.518891796,102.3487978,30.9320476,78.74498416,4.25
26.31348226,2.064637004,Sandy Clay Loam,11.58816489,30.53831593,8.133584747,54.45176555,23.51477286,75.59546419,2.046265906
7.343446865,2.009348236,Sandy Loam,16.51693561,36.36556218,7.626920866,106.6453014,33.66638906,85.2903415,4.25
23.50524224,2.053857695,Sandy Loam,18.96700214,44.83380007,3.396813193,73.43909527,29.40848734,73.45438835,3.930500594
14.81466855,2.02464596,Sandy Clay Loam,13.7414323,43.10809729,8.077177986,51.57577224,28.393774,74.67069695,2.528647764
8.933545786,2.063401978,Sandy Loam,13.59828393,39.49363372,5.852846011,93.20882237,26.76404766,83.98116715,4.136667754
23.89799763,2.026009942,Sandy Clay Loam,18.49724116,42.91644738,9.58628796,104.9511828,22.64712561,70.48681173,4.25
13.68732612,2.049544297,Sandy Loam,25.09043449,38.91254035,9.795620919,71.87059797,19.16439356,73.96564434,4.25
15.35561649,2.027357393,Sandy Clay Loam,26.80465959,35.53153321,6.141171727,93.5878849,25.98422361,79.38399756,4.25
11.62160087,2.00822406,Sandy Clay Loam,29.58470185,32.60319602,9.781563927,46.17173958,19.78415374,86.47063749,4.25
17.23082043,2.00594801,Sandy Clay Loam,11.479681,39.79573113,5.175743605,113.5037408,34.30316038,74.78579944,4.25
6.924572942,2.024034496,Sandy Clay Loam,14.33364402,32.89576915,7.77851095,38.58979304,32.92792413,73.83573049,2.104270393
12.38595688,2.050439573,Sandy Loam,25.13259685,36.26142626,3.525382978,49.76693014,29.15570321,87.54849567,3.944486565
26.26589574,2.038405719,Sandy Clay Loam,20.81197412,42.38702763,4.01492544,55.68132077,26.14391447,79.44126469,3.744468129
9.195202385,2.045090343,Sandy Clay Loam,16.55359548,31.93843954,9.051681317,43.6041822,26.17551724,71.1251578,2.704382648
18.76167995,2.012586108,Sandy Clay Loam,14.11179322,31.93532129,9.256488275,66.21895038,26.36127139,74.97684013,3.217787438
10.80456154,2.028514828,Sandy Clay Loam,15.60955103,33.36603623,6.728278344,70.76597064,31.41833641,79.60591887,4.076199543
21.56335502,1.993551621,Sandy Clay Loam,18.58577901,38.27875961,5.378413989,76.18555928,20.27169115,71.29568813,4.25
6.140967857,2.055402593,Sandy Clay Loam,13.54302439,33.77585217,6.157167522,33.63360771,27.56332409,82.46592994,1.95
26.27570508,2.069191373,Sandy Loam,29.28451912,37.54796906,9.087371424,49.51358659,32.6279999,79.40480457,3.982119968
13.89094899,2.022550325,Sandy Clay Loam,12.15176889,34.52973917,4.476953958,101.9393952,27.18226578,82.77499948,4.25
8.66521112,1.990877092,Sandy Loam,29.71154869,37.59363307,5.064091619,102.1924505,18.24734217,76.15134977,4.25
4.763921936,2.003583411,Sandy Clay Loam,26.83786572,34.16447174,8.49810054,59.39040131,22.40443069,77.55940321,4.25
7.074189722,2.04220215,Sandy Clay Loam,18.46303235,44.70018563,9.546886121,71.07218863,30.03452356,86.70641256,4.25
15.47457477,2.038966345,Sandy Loam,24.79632669,37.39076852,3.65049138,46.33831774,34.81559235,73.79233496,3.510538877
11.08807623,2.053029178,Sandy Clay Loam,23.43030487,41.15465151,8.626406109,103.2197786,34.08746553,70.71126661,4.25
22.89320078,2.010310721,Sandy Clay Loam,14.26573836,40.50819838,7.515478149,115.2022522,32.80868855,87.6798268,4.25
13.34130057,2.051090553,Sandy Loam,16.78140172,37.35839062,4.615400811,55.94788573,35.10295494,70.13351053,2.934299874
8.969142542,2.045038722,Sandy Loam,20.26245126,33.58293093,8.290720377,99.63939179,23.0385214,85.98843583,4.25
17.81147968,2.01582516,Sandy Loam,22.7568836,37.66077417,8.095412455,61.38377647,18.22315822,84.86752294,4.153787681
19.96265321,2.033639052,Sandy Loam,20.85789963,40.21457436,3.994208681,30.23457706,24.37874273,78.77733069,1.95
7.00900579,2.001781905,Sandy Clay Loam,19.45974922,36.89878906,6.515757402,83.41175133,28.38619803,82.69615369,4.25
7.022861191,2.02620516,Sandy Loam,18.86304547,31.22887661,8.30803758,66.55010407,23.696388,71.89138572,4.145648039
3.880114246,2.060495787,Sandy Loam,19.96528999,30.26974844,4.340808888,97.54622346,18.79566765,83.74595888,4.25
20.67364836,2.02369531,Sandy Loam,18.6870304,34.91815213,6.239362157,96.68492898,27.12936585,84.10766897,4.25
18.93130866,2.057165337,Sandy Clay Loam,20.82660155,32.25335889,3.845187873,114.2535426,21.5945345,70.92414832,4.25
14.39114102,2.037220269,Sandy Loam,27.75970598,43.59285369,5.147844468,68.99216093,31.09628299,78.95034704,4.25
23.26009078,2.005350137,Sandy Clay Loam,22.65658626,32.63749005,4.525614306,72.97251013,19.60562838,87.06666401,4.25
22.33608367,2.0364885,Sandy Clay Loam,24.4524175,35.91424071,6.535497887,65.66009668,35.24626404,87.12056058,4.25
17.04850475,2.030478666,Sandy Clay Loam,21.94966267,40.68116268,3.988507344,56.44537639,33.78024862,87.72126501,4.25
23.83851073,2.021891307,Sandy Clay Loam,22.86035365,42.2313249,5.682055288,86.80622766,33.72937471,81.81997112,4.25
7.940189041,1.999570435,Sandy Loam,21.56699657,37.1656973,4.926140335,103.7449541,32.2180315,72.54008207,4.25
5.686070866,2.023336693,Sandy Loam,10.53733044,32.71702514,8.222342399,44.05461867,29.40460726,77.43201648,1.95
9.473990676,1.99582099,Sandy Clay Loam,29.99196764,34.06342835,7.897688412,117.4426105,18.96172271,83.0848606,4.25
4.370084546,1.997901524,Sandy Loam,10.6721848,36.28452671,3.664513708,90.89988381,29.92366599,75.10901042,3.267150772
15.74806867,2.023273323,Sandy Loam,17.90296016,35.46891884,9.674387215,99.47668711,31.44469107,84.58258929,4.25
25.47853662,2.014430519,Sandy Loam,12.10231357,35.23009136,8.212780427,118.9579894,20.35475848,85.50450061,3.948803515
3.944244976,2.064043546,Sandy Loam,11.93856901,31.97780703,7.31171087,74.88904509,29.08360846,83.74388178,3.052075058
5.930637936,2.020056464,Sandy Clay Loam,25.87053903,43.69965378,6.343910463,36.34919931,26.61961454,76.15784929,3.60361338
13.85277668,2.05062865,Sandy Loam,18.51851559,30.4463491,4.245456945,100.3833812,26.50394776,83.34650923,4.25
25.41300042,2.032419802,Sandy Loam,26.02277417,36.60003192,9.734111839,107.5504224,21.5903202,71.30109413,4.25
10.58774652,2.046326853,Sandy Clay Loam,15.45572941,44.70482239,3.055008637,44.46309019,31.30988734,76.03393484,2.546476093
15.17363541,2.010809279,Sandy Loam,15.12925584,39.89585908,7.84736794,32.14967879,34.6522439,83.78082227,1.95
3.997748617,2.065352398,Sandy Loam,15.02462764,35.33115996,6.552110272,42.09645667,32.18045969,84.30677646,2.1585044
6.560236823,2.03240708,Sandy Loam,22.32291253,32.19146377,9.31807323,58.85244884,24.64258001,75.73802902,4.25
26.67912295,2.056505926,Sandy Clay Loam,26.2999878,44.45808908,5.664880955,112.3164692,35.71519159,87.28563179,4.25
26.16284871,2.019203655,Sandy Loam,19.0452202,30.20979543,6.630510933,30.21972828,24.55506551,74.91901369,1.95
3.118559542,1.998016908,Sandy Loam,17.58497781,40.22081356,8.196375743,101.5862406,22.21962954,81.88017934,4.25
25.84348285,2.043896932,Sandy Clay Loam,29.47159108,43.20206207,3.332965803,106.1333628,35.4255235,85.82134756,4.25
18.33887851,1.990620772,Sandy Loam,12.33508072,30.37740735,3.381326687,102.2323202,32.21669763,79.92518215,3.713955977
23.83003907,2.028023438,Sandy Clay Loam,19.73265364,40.87762296,4.481709242,37.32201051,31.70239455,77.42484643,2.429670563
13.91375654,2.005424152,Sandy Clay Loam,18.16975506,44.98256642,4.024972085,90.4886613,19.39377498,73.80531276,4.25
15.37430469,2.04019004,Sandy Clay Loam,11.96253193,39.59463703,3.045104278,114.9546567,21.45642491,73.53593461,4.25
14.73231793,2.06835359,Sandy Loam,15.36400724,36.22018422,7.360928755,40.71950816,18.33332331,72.86058217,1.95
19.00474218,2.027152233,Sandy Loam,10.56882425,43.11601079,8.571565772,32.82158095,31.97968521,77.97436081,1.95
6.351630114,2.055399861,Sandy Loam,27.53908578,38.3126887,9.699804834,107.8080734,23.0083733,79.86256913,4.25
3.719366157,2.030622735,Sandy Loam,22.15699058,41.2416127,6.086302224,87.43743627,20.38002886,85.10284839,4.25
10.3903186,2.029667202,Sandy Loam,26.30036996,38.81668488,4.958044608,87.57154258,21.27404167,73.91224637,4.25
19.91233831,2.064433879,Sandy Clay Loam,20.43108905,30.57436639,9.047317141,115.8922631,29.54037498,83.59373736,4.25
7.844482851,2.061197269,Sandy Clay Loam,21.99019659,33.19717482,8.91076929,98.55532287,25.79491243,82.49398952,4.25
19.1623784,2.052864037,Sandy Clay Loam,24.01708956,31.18145361,7.373902477,65.39644151,34.94513501,81.4213408,4.25
26.27788911,2.01370046,Sandy Clay Loam,28.16023255,31.60031644,4.91204327,68.81600991,24.58604911,76.10824055,4.25
5.253617179,2.033600673,Sandy Loam,11.83503776,30.2310824,9.359623164,42.8863568,33.00973796,75.72388105,1.95
19.14245084,2.007911779,Sandy Clay Loam,16.61896789,36.31747469,4.248809357,57.07868115,27.83637021,83.66089471,3.253358173
13.65000526,2.025513336,Sandy Clay Loam,24.18052381,32.67977448,3.305525526,69.6676549,30.6962549,74.94161671,4.25
23.83541411,2.028737045,Sandy Loam,29.16701126,42.83544781,8.576327993,53.25226811,21.03589371,75.93493575,4.25
7.251594947,2.056531203,Sandy Clay Loam,29.61614857,41.25056306,6.945613423,111.5676359,31.48172147,87.37345201,4.25
19.62302285,2.061682269,Sandy Loam,22.76206018,38.59765492,4.72527472,31.05114611,19.54179646,87.97235872,2.079476798
23.11476695,2.023169605,Sandy Loam,13.87196956,37.33532018,7.696269636,82.28018731,30.44018502,70.03082768,3.21659394
25.67074127,1.991416356,Sandy Loam,12.38417823,33.83802961,8.367015667,98.71941997,26.37931678,82.36175298,3.332189325
19.39795268,2.058941907,Sandy Clay Loam,28.92087289,37.12427199,8.911821659,95.20162723,22.11347052,79.63900905,4.25
14.93219434,2.003942294,Sandy Clay Loam,18.67855379,39.61843914,4.974882112,87.33085734,26.64696829,78.28306686,4.25
17.82833376,2.039750557,Sandy Clay Loam,13.89632067,41.7334329,3.179112159,66.54447915,33.40220633,74.96181037,3.222684485
23.85371963,1.991997672,Sandy Clay Loam,28.67785032,31.22523099,6.57027174,111.7995823,20.78494521,79.12872142,4.25
16.69463392,2.021960518,Sandy Clay Loam,12.09048543,40.62697033,8.992550187,59.29596086,21.0532755,78.21835497,2.516479756
3.729289433,2.068876824,Sandy Clay Loam,24.59142194,41.14094815,4.454749361,96.80694529,27.61195042,77.22360029,4.25
25.34276869,1.998055488,Sandy Loam,22.50526055,38.38458301,5.947878312,112.5275355,29.25458191,85.29670103,4.25
19.54864202,2.023895452,Sandy Loam,11.75469329,33.21478794,4.794945146,41.43384546,25.5635959,74.87161481,1.95
19.23632126,2.014571996,Sandy Clay Loam,16.77497591,38.08776881,3.09353856,114.3470381,22.79506677,80.75456906,4.25
8.176203658,2.06240705,Sandy Clay Loam,12.99861379,37.54057323,9.289668675,99.11347237,19.20945741,85.55586997,4.25
18.81325129,2.059547209,Sandy Loam,22.08997185,37.13565145,3.945372587,84.91365351,18.89627632,87.62202775,4.25
12.45274574,2.009015901,Sandy Loam,19.54226063,36.90959873,8.36736981,63.25488872,18.73476185,80.84953051,3.870273371
18.62959145,1.996495023,Sandy Loam,10.08550249,31.66238349,5.426222623,110.5338788,34.2230946,79.36065376,3.276768023
5.558232727,2.040171072,Sandy Clay Loam,29.51421133,32.74338727,4.943773362,33.9224639,20.3644288,85.12926939,3.8579424
18.78828731,2.016909497,Sandy Clay Loam,16.991693,31.45998133,9.587202206,68.45869568,23.31222229,73.39203892,4.007098871
26.98592942,2.043766751,Sandy Clay Loam,15.16408786,33.63716742,7.600396407,97.38581492,35.74606114,81.34028312,4.25
4.157088933,1.99256958,Sandy Loam,14.44885912,33.95215174,7.808458633,102.2401678,34.6945454,71.15520366,4.25
26.45218042,2.000671939,Sandy Clay Loam,13.17631792,33.67613792,8.317570429,48.01492297,18.77151444,81.88033277,2.028795108
12.76579106,2.044909779,Sandy Clay Loam,29.98274152,33.16393602,5.386533352,34.23967031,27.92274458,84.32456607,3.736288389
23.89808281,2.006989652,Sandy Clay Loam,15.90218936,41.03133068,6.945651365,101.5019239,29.40297288,71.13419892,4.25
21.77725162,2.058607014,Sandy Clay Loam,18.11026994,42.27848099,4.891563408,67.57372536,18.97405428,85.27157047,4.13145872
16.60839026,1.994687271,Sandy Clay Loam,27.42711832,34.90663825,8.841790608,42.7822234,31.10627025,72.22046241,4.105810336
20.72278102,2.007238559,Sandy Clay Loam,22.83775007,34.57693338,7.195151655,37.62071708,35.78165978,73.1650066,2.905666394
24.08437347,2.06988482,Sandy Loam,17.37388823,42.66048525,4.703847782,87.05536015,25.72883236,85.05526365,4.25
12.69936772,2.024646088,Sandy Clay Loam,27.96656872,39.35885852,9.298308844,81.90575911,26.08951585,72.2446366,4.25
10.84879588,2.046237253,Sandy Loam,24.99448404,34.40157487,7.065880003,106.0563829,29.86824393,82.12939386,4.25
19.02224125,2.004613044,Sandy Loam,14.55801015,40.70418439,6.465213523,32.81135811,31.257757,75.30665717,1.95
22.38830261,2.038789499,Sandy Loam,22.87477989,35.16889215,3.241413105,107.3421294,32.21590201,74.47057111,4.25
21.29484323,2.048088485,Sandy Clay Loam,28.44796997,38.79833422,9.368614036,109.0178713,19.39643716,81.70278142,4.25
22.14752757,2.015158131,Sandy Clay Loam,19.92921757,44.88951045,9.665917412,69.74744927,32.41239999,71.92170974,4.25
13.45399956,2.056311769,Sandy Clay Loam,24.67224806,34.52391563,6.938190395,36.82791384,33.55333114,80.34320328,3.293352722
22.62802119,2.038273406,Sandy Clay Loam,29.42207488,43.95789001,6.097593475,114.3169498,18.81409039,86.64140665,4.25
5.885017329,2.021129841,Sandy Loam,23.80828282,34.80978621,5.516955462,36.41498337,18.70442997,85.32534975,2.89051788
16.06773835,2.034611391,Sandy Clay Loam,12.0487738,38.10430057,4.876335878,82.60554315,27.91602873,85.32007601,3.518641864
3.138207852,2.036140868,Sandy Loam,14.89119102,36.89975684,7.021705365,73.92051813,26.94251899,75.45262367,3.768934399
10.79005992,2.003242823,Sandy Clay Loam,21.90192875,41.74739344,3.896665371,104.3727998,35.64174058,82.62308906,4.25
11.79507684,2.02221859,Sandy Clay Loam,15.51111631,30.91639049,9.434215258,74.7621663,23.29922703,84.04194664,4.241118527
12.5081446,2.017474447,Sandy Loam,29.15083411,39.40683456,4.231711166,71.77985229,28.62359963,86.22528086,4.25
19.69121296,2.022072218,Sandy Loam,18.10704068,41.41000417,8.218592836,108.430702,27.12011857,74.75439209,4.25
12.32539443,2.050888847,Sandy Loam,19.14460811,37.08217277,5.148214407,115.854738,27.64319985,83.69548688,4.25
13.76864694,2.028603073,Sandy Clay Loam,24.03204187,31.5793891,4.582497544,78.91799585,29.87402967,74.18093626,4.25
8.701059141,2.065225292,Sandy Loam,20.48499463,33.6720752,6.905084255,70.49771328,27.67670983,70.50024182,4.25
11.958043,2.013494113,Sandy Loam,17.64291934,40.19508555,8.355874868,104.0173335,18.12500195,78.67302315,4.25
8.454471054,2.023256286,Sandy Loam,11.5327575,43.43156078,8.087156683,104.0171837,33.18678481,83.78606228,3.908305761
